Transaction_ID,Bills & Fees,Data & WiFi,Education,Emergency fund,Family & Friends,Going out,Groceries,Health,Loan Repayment,Miscellaneous,Rent / Mortgage,Shopping,Transport & Fuel
ID_9au0g3qv,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9dgp3132,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9ev40fzw,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9gt8l4qn,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9ozfeujz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9pnnrfv6,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9tlqnx8r,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9tohgbcc,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9wnq4n14,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_9xtucyfr,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_a1fxzkzs,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_a5scqh64,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_aa52gq03,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_aclde4g8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ahm76prh,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_aip6vrf0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ajnjqx9i,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_an28wf16,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_aoyfx4p3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ap2vfrxp,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_aqtgktrm,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_asbi60oe,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_astwqxf1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_at5h51go,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_au4a2nwi,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_awhgdb6v,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ayiedfz4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_b04ujx2a,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_b2d513vd,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_b6d2jdee,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_b6jxr5cf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_b7h8aotw,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_bdbn3k0z,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_besq1432,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_bf8ybhv0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_bj138bbc,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_bj9x3ha5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_bjt6coq7,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_bnkr1g9f,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_bnpkz783,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_bppl0b45,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_c0gluanx,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_c1nxj7cx,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_c23yggc2,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_c2t72z1x,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_c4bk4m94,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_c7qbiyw4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_c7v0jvvs,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cbudgl2q,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cchpdwey,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cewbafo9,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ch32j2wv,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cl65jmri,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cmuc7mkg,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cntoqzgp,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cthud8zw,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cusioro1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cylc3gmj,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_cyqvne5m,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_d33qpysx,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_d3pmn6pg,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_dad6q7yf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_dciedhn6,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_dfa0i7qu,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_dujlxtju,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_dvk5jmhy,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_dvpoyewm,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_dyonsmqh,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_dyy2gk0u,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_e0evmizd,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_e3euh0qx,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_e3sonqos,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_e5qi9pl3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_e5ql8m74,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_e5qxlrzu,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_e7309p3b,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ee7t90xj,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_eefn4r9z,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_eh6wj9ry,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_eleqwubg,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_erkgnj63,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ex52i42f,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_f1mv2nua,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_f4ngm4h4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_f7l96chn,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_f9bqvumi,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_fbmot16j,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ff1tc488,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_fhr82u8x,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_fksfubjx,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_fm9l86se,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_fmzm5y0x,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_fwkq0idn,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_fxng4jt0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_fy3iiiwl,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_g4xl0in8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_g87trr4w,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gbagrk96,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gd2myd2x,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gfjpi98a,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gkw0t3na,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gqase66n,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gqg1zf3c,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gt40ptld,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gtj1tfjf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_guiutbu9,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gvtscxns,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gw71sple,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gxj2nky1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gxld7bub,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_gzsdiej7,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h0cc6wgz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h0roco21,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h159qook,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h2ihvdxr,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h2mws0mj,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h3awypor,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h49ujyog,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h55amsi5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h6nlogdm,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h76zkmwk,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_h7rvpenp,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hb81jw1t,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hcomz2xw,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hguh7220,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hhqnmh9c,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hikt0irm,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hjs9mp09,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hmogjqjc,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hrah5yin,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hrj3xhsh,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_hrtpne7v,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_huumu16y,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_i0y7eekq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_i1xb3lz7,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_i3xaojuz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_i40kmo2n,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_i6jkhgh2,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_i7xy4wiw,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ibisx32z,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_iljmewrz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_iludxx4k,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_imjqsix0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_in6ribtc,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_iq9ch8hn,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_is0fjzw9,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_itgjfpj6,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_iw5d7a5w,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_iwt3z9s1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ix7prgts,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_iy4yxaz6,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_j34f0v39,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jdg15uvg,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jea1tccw,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jf6kyt0p,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jhon628h,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jhwiddid,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jk2b7zot,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jm1sz086,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jnaj0jnt,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jr0zs4kb,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jx8pv2j0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_jyb3o7k2,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_k0ir3f0y,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_k1uaj1ym,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_k49qidsf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_k84ghtr8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_k9zwhybq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ke76tyk9,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_kjkhda63,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_kkv16lkq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_km0t259y,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_kma2z3ka,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_kmqdj8po,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_kni7d2qv,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_knx2jwbq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_kptel2fy,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_kt3hch74,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_kws09f8o,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_l4lujw4l,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_l5oosipf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_l5qd05ga,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_l5ww6p45,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_l6sudgs8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lbir9862,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lbj27rbz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ld16s2yu,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lflwdb3a,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lfvz14ym,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lgmk8jb8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lits9ioy,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lmlvbrl3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lmyibx2q,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lpfwpnjo,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lr6370h3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_lwspr2f4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ly9f17ij,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_m6rfhpen,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_m7btsblj,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_mdtw17tp,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_mepsc3h5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_mk0c0q0v,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_msu9fgcj,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_mtxn9p8b,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_mwiynzce,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_n25or9n5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_n3tauc66,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_n6dndt6p,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_n9w28bcq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ndje6wd4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ni4t9oja,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_nos41kse,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_nux8w3s5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_nvnnpego,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_nvsfmnha,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_nxr25vxb,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_nzql2zse,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_o270qwh1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_o3lhlnvv,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_o6iaxgwb,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_obo2p430,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ofympoh2,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ofyvoabm,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ogoqngj7,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ogyrecgz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_oi5ns3ho,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_olq0xnld,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_om9oostm,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_onbj3nj3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ors8niy1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_osme6w8y,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_oude0766,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_oumfuayj,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_oy3qlmvo,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_p01qunsl,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_p33xnad7,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_p5ajidvp,0,0,0,0,0,0,0,0,0,0,0,0,0
